id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_009265,train,i feeling so low now,i feeling so low now,0,sadness,5,20,0
train_009266,train,i feel like he was miserable because im happy,i feel like he was miserable because im happy,0,sadness,9,45,0
train_009267,train,im feeling a bit neurotic that ill lose my job,im feeling a bit neurotic that ill lose my job,4,fear,10,46,0
train_009268,train,i wouldn t feel submissive which has it s place but not in the work environment,i wouldn t feel submissive which has it s place but not in the work environment,0,sadness,16,79,1
train_009269,train,i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time,i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time,3,anger,31,158,1
train_009270,train,im feeling festive and i dont think i posted a good picture of our tree,im feeling festive and i dont think i posted a good picture of our tree,1,joy,15,71,1
train_009271,train,i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone,i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone,3,anger,20,106,1
train_009272,train,i did not feel love from the men who abused,i did not feel love from the men who abused,0,sadness,10,43,1
train_009273,train,i feel like i just am so discontent with my work load and with myself,i feel like i just am so discontent with my work load and with myself,0,sadness,15,69,0
train_009274,train,ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,3,anger,17,92,0
train_009275,train,i feel like a soda in a can shaken turbulently and flew violently out of its container the moment it felt air exchanging its freedom to you,i feel like a soda in a can shaken turbulently and flew violently out of its container the moment it felt air exchanging its freedom to you,4,fear,27,139,0
train_009276,train,i feel very hostile at the thought of taking out my credit card,i feel very hostile at the thought of taking out my credit card,3,anger,13,63,0
train_009277,train,i feel insecure and lack of confidence,i feel insecure and lack of confidence,4,fear,7,38,0
train_009278,train,i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what,i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what,2,love,25,126,1
train_009279,train,i feel bitter to see what i ve become,i feel bitter to see what i ve become,3,anger,9,37,0
train_009280,train,i is thirteen again and so so unsure of himself and unsure of how he feels about shishido as his senpai although he s always admired him,i is thirteen again and so so unsure of himself and unsure of how he feels about shishido as his senpai although he s always admired him,2,love,27,136,0
train_009281,train,i didnt go into with any cardboard goals i feel i have been very successful with how turned out,i didnt go into with any cardboard goals i feel i have been very successful with how turned out,1,joy,19,95,1
train_009282,train,i have been aware of one traumatic memory that has been surfacing on and off leaving me feeling nauseas and gently terrified always,i have been aware of one traumatic memory that has been surfacing on and off leaving me feeling nauseas and gently terrified always,4,fear,23,131,0
train_009283,train,ive been feeling disgusted and ashamed,ive been feeling disgusted and ashamed,3,anger,6,38,0
train_009284,train,i have exactly weeks to train and prepare which is perfect and so now with week one almost done im feeling excited and trying not to get too nervous as i look ahead at some of the longer runs on the schedule,i have exactly weeks to train and prepare which is perfect and so now with week one almost done im feeling excited and trying not to get too nervous as i look ahead at some of the longer runs on the schedule,1,joy,42,207,1
train_009285,train,i feel dont mention food and dont think ur being considerate by noticing my obsession with this and talking to me about,i feel dont mention food and dont think ur being considerate by noticing my obsession with this and talking to me about,2,love,22,119,1
train_009286,train,i don t recall ever feeling carefree,i don t recall ever feeling carefree,1,joy,7,36,0
train_009287,train,i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,0,sadness,26,139,0
train_009288,train,i am so happy because i finally feel like i m doing something that i am compassionate about,i am so happy because i finally feel like i m doing something that i am compassionate about,2,love,18,91,0
train_009289,train,i guess the man knows how to make each and every one of them feel special,i guess the man knows how to make each and every one of them feel special,1,joy,16,73,0
train_009290,train,i could feel my moms presence and my friends and family were supporting me that day,i could feel my moms presence and my friends and family were supporting me that day,2,love,16,83,0
train_009291,train,i just feel like i havent shaken it up lately,i just feel like i havent shaken it up lately,4,fear,10,45,0
train_009292,train,i am feeling reassured by this a wave of missing hits,i am feeling reassured by this a wave of missing hits,1,joy,11,53,0
train_009293,train,i feel like i ve been put in a bag and shaken up but otherwise ok,i feel like i ve been put in a bag and shaken up but otherwise ok,4,fear,16,65,0
train_009294,train,im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work,im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work,4,fear,27,121,0
train_009295,train,im tired of feeling dumb,im tired of feeling dumb,0,sadness,5,24,0
train_009296,train,im not really a fan of seafood and all that so i feel quite sorry when people kill live clams and prawns and shark fins,im not really a fan of seafood and all that so i feel quite sorry when people kill live clams and prawns and shark fins,0,sadness,25,119,1
train_009297,train,i am normally very able to express how i feel particularly when im excited or happy,i am normally very able to express how i feel particularly when im excited or happy,1,joy,16,83,0
train_009298,train,i do awaken from a mild night sweat i usually feel hot as if i had a fever and i want to remove some of my blankets,i do awaken from a mild night sweat i usually feel hot as if i had a fever and i want to remove some of my blankets,2,love,27,115,0
train_009299,train,i feel like i deserve to be punished in some way amp search out ways to do that self harm non lethal overdose etc,i feel like i deserve to be punished in some way amp search out ways to do that self harm non lethal overdose etc,0,sadness,24,113,0
train_009300,train,i feel like when recipes have those kinds of words in the title perfect famous ultimate grand supreme ect,i feel like when recipes have those kinds of words in the title perfect famous ultimate grand supreme ect,1,joy,19,105,0
train_009301,train,im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk,im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk,0,sadness,38,186,1
train_009302,train,i feel like a mollusk repeatedly beaten with a wet cloth and stabbed times in the back just for the sake of it,i feel like a mollusk repeatedly beaten with a wet cloth and stabbed times in the back just for the sake of it,0,sadness,23,110,0
train_009303,train,i feel a bit naughty too for making it all public but then i remembered when i was made to feel like shit and had my confidence stripped,i feel a bit naughty too for making it all public but then i remembered when i was made to feel like shit and had my confidence stripped,2,love,28,136,0
train_009304,train,i feel foolish,i feel foolish,0,sadness,3,14,0
train_009305,train,i feel dumb now going through all those,i feel dumb now going through all those,0,sadness,8,39,0
train_009306,train,i feel agitated annoyed and i see feel the darkness everywhere,i feel agitated annoyed and i see feel the darkness everywhere,4,fear,11,62,0
train_009307,train,i had seen a solopgangfor to see the love in my woman s eyes feel the touch of a precious barnog know a mother s love,i had seen a solopgangfor to see the love in my woman s eyes feel the touch of a precious barnog know a mother s love,1,joy,26,117,0
train_009308,train,i feel messy and out there,i feel messy and out there,0,sadness,6,26,0
train_009309,train,i feel as if i am going to sneeze but do not and therefore my beloved is about to think of me but does not,i feel as if i am going to sneeze but do not and therefore my beloved is about to think of me but does not,1,joy,25,106,1
train_009310,train,i think unconsciously subconsciously i feel like a vile vile being,i think unconsciously subconsciously i feel like a vile vile being,3,anger,11,66,0
train_009311,train,i feel more valuable today doing what i am doing than i ever have before,i feel more valuable today doing what i am doing than i ever have before,1,joy,15,72,0
train_009312,train,i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body,i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body,4,fear,28,155,0
train_009313,train,i have to say i still feel completely rotten and constantly exhausted,i have to say i still feel completely rotten and constantly exhausted,0,sadness,12,69,0
train_009314,train,i feel sooo soo lucky,i feel soo soo lucky,1,joy,5,21,0
train_009315,train,i feel like when ever i start to feel happy for a consistent amount of time it all has to end,i feel like when ever i start to feel happy for a consistent amount of time it all has to end,1,joy,21,93,0
train_009316,train,i feel accepted and respected i am loving loyal and generous,i feel accepted and respected i am loving loyal and generous,2,love,11,60,0
train_009317,train,i have stopped feeling surprised,i have stopped feeling surprised,5,surprise,5,32,0
train_009318,train,i feel super warm and nice so i smile or i cry,i feel super warm and nice so i smile or i cry,1,joy,12,46,0
train_009319,train,i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore,i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore,3,anger,25,127,0
train_009320,train,i sometimes feel all nostalgic and feel the need to go back and look at some of my old blog posts and all i can say is that without knowing it they record and hold so many memories,i sometimes feel all nostalgic and feel the need to go back and look at some of my old blog posts and all i can say is that without knowing it they record and hold so many memories,2,love,38,180,0
train_009321,train,i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,3,anger,29,136,0
train_009322,train,i feel so hopeless and usually just want o scream,i feel so hopeless and usually just want o scream,0,sadness,10,49,0
train_009323,train,i feel that the most valuable quality children exhibit is their questioning and curious mind especially with regard to the why and how,i feel that the most valuable quality children exhibit is their questioning and curious mind especially with regard to the why and how,1,joy,23,134,0
train_009324,train,i was feeling i half joked ive been undressing you with my eyes for months already the rest of me is eager to share in the fun,i was feeling i half joked ive been undressing you with my eyes for months already the rest of me is eager to share in the fun,1,joy,27,126,0
train_009325,train,i feel very triumphant when ive found s,i feel very triumphant when ive found s,1,joy,8,39,0
train_009326,train,i still feel the longing to be with you inspite of you sitting in front of me,i still feel the longing to be with you inspite of you sitting in front of me,2,love,17,77,0
train_009327,train,i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office,i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office,0,sadness,26,137,0
train_009328,train,i feel im a fairly generous person but i dont sell or give away the trudgers i make except as gifts to close friends and relatives,i feel im a fairly generous person but i dont sell or give away the trudgers i make except as gifts to close friends and relatives,2,love,26,130,1
train_009329,train,im in the kitchen and glance over at that lovely robins egg blue binding i feel assured that anything i will ever need to know about food can be found within those pages,im in the kitchen and glance over at that lovely robins egg blue binding i feel assured that anything i will ever need to know about food can be found within those pages,1,joy,33,169,0
train_009330,train,i feel highly disadvantaged,i feel highly disadvantaged,0,sadness,4,27,0
train_009331,train,ive recently started building a ig army themed around everyones favorite strategy game x com but im feeling the army isnt k lore friendly and a bit cartoonish,ive recently started building a ig army themed around everyones favorite strategy game x com but im feeling the army isnt k lore friendly and a bit cartoonish,1,joy,28,158,1
train_009332,train,i vocalize my pain and hurt about how i feel like an outsider to others and they tell me its because they just dont think about me or that they never see me and then on the other hand to be told im faithful at what ive committed to in service and coming to everything,i vocalize my pain and hurt about how i feel like an outsider to others and they tell me its because they just dont think about me or that they never see me and then on the other hand to be told im faithful at what ive committed to in service and coming to everything,1,joy,55,267,1
train_009333,train,i feel jealous when i know he go out with other women,i feel jealous when i know he go out with other women,3,anger,12,53,0
train_009334,train,i do however feel a bit envious of people who have different perfumes for different seasons,i do however feel a bit envious of people who have different perfumes for different seasons,3,anger,16,91,0
train_009335,train,i feel amazing about tonight,i feel amazing about tonight,1,joy,5,28,0
train_009336,train,i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,0,sadness,31,145,0
train_009337,train,i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,4,fear,49,223,0
train_009338,train,i feel awful about missing school,i feel awful about missing school,0,sadness,6,33,0
train_009339,train,i remote which i feel is terrific and great worth,i remote which i feel is terrific and great worth,1,joy,10,49,0
train_009340,train,i feeling suspicious i snooped computer,i feeling suspicious i snooped computer,4,fear,6,39,0
train_009341,train,i feel they re going to strengthen the divas division with even more talented female wrestlers and then we re gonna see things shake up more,i feel they re going to strengthen the divas division with even more talented female wrestlers and then we re gonna see things shake up more,1,joy,26,140,0
train_009342,train,no response,no response,3,anger,2,11,1
train_009343,train,i would be the one screaming and yelling but now that ive handed bill paying responsibilities to my family i feel at peace with the idiotic long distance calls that seem to accrue every month,i would be the one screaming and yelling but now that ive handed bill paying responsibilities to my family i feel at peace with the idiotic long distance calls that seem to accrue every month,0,sadness,35,191,0
train_009344,train,i wish i could say this led to me feeling socially accepted,i wish i could say this led to me feeling socially accepted,1,joy,12,59,0
train_009345,train,i supposed to feel special when you don t even care that it s an a and not an e barista man,i supposed to feel special when you don t even care that it s an a and not an e barista man,1,joy,22,91,1
train_009346,train,i have had a few days off work and i am feeling very relaxed and lucky to share and enjoy them with my hubby,i have had a few days off work and i am feeling very relaxed and lucky to share and enjoy them with my hubby,1,joy,24,108,0
train_009347,train,i sat feeling helpless like a moment from an episode of the walking dead,i sat feeling helpless like a moment from an episode of the walking dead,4,fear,14,72,0
train_009348,train,i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,4,fear,25,116,1
train_009349,train,i feel very disturbed now thanks to this psychopath s useless and fake story,i feel very disturbed now thanks to this psychopath s useless and fake story,0,sadness,14,76,0
train_009350,train,i look to balance commercial titles with those that i feel could support a more artistic interpretation,i look to balance commercial titles with those that i feel could support a more artistic interpretation,1,joy,17,103,0
train_009351,train,i feel this about my movies he says the fact that my name is on them that means they are doomed,i feel this about my movies he says the fact that my name is on them that means they are doomed,0,sadness,21,95,0
train_009352,train,i just remember getting in the car and my body feeling really lame,i just remember getting in the car and my body feeling really lame,0,sadness,13,66,0
train_009353,train,im about to go look for him again when i start to feel calm and think that his phone probably died,im about to go look for him again when i start to feel calm and think that his phone probably died,1,joy,21,98,0
train_009354,train,im feeling pretty determined right now i just have to keep my determination flowing from now on,im feeling pretty determined right now i just have to keep my determination flowing from now on,1,joy,17,95,0
train_009355,train,i feel like every day i grow stronger and become less needy of someone to fill that role,i feel like every day i grow stronger and become less needy of someone to fill that role,0,sadness,18,88,0
train_009356,train,i also hate the feeling of forcing my values onto others not celebrating not buying others gifts for the sake of not supporting consumerism,i also hate the feeling of forcing my values onto others not celebrating not buying others gifts for the sake of not supporting consumerism,1,joy,24,139,1
train_009357,train,i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,4,fear,25,106,0
train_009358,train,i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,3,anger,41,197,1
train_009359,train,i wasnt the only one feeling very pleased about it all laurie was beside himself that all the old structures and artefacts were still sitting around untouched in pretty much the same condition as the day the last locomotive went through,i wasnt the only one feeling very pleased about it all laurie was beside himself that all the old structures and artefacts were still sitting around untouched in pretty much the same condition as the day the last locomotive went through,1,joy,41,236,1
train_009360,train,i wasnt so self conscious of my atrocious singing i think id be tempted to break out into this whenever a colleague is feeling defeated,i wasnt so self conscious of my atrocious singing i think id be tempted to break out into this whenever a colleague is feeling defeated,0,sadness,25,135,1
train_009361,train,ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt,ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt,4,fear,23,141,0
train_009362,train,i feel as if i prepare for hurricanes every day of the week and at the end of the night these three precious storms leave their trail throughout my home,i feel as if i prepare for hurricanes every day of the week and at the end of the night these three precious storms leave their trail throughout my home,1,joy,30,152,0
train_009363,train,i listen to this song i can feel a sorrowful atmosphere,i listen to this song i can feel a sorrowful atmosphere,0,sadness,11,55,0
train_009364,train,i feel her all around me when i am in hollywood which by the way there is a lovely girl who does marilyn on the walk of fame really great,i feel her all around me when i am in hollywood which by the way there is a lovely girl who does marilyn on the walk of fame really great,2,love,30,137,0
train_009365,train,i feel offended used and disgusted,i feel offended used and disgusted,3,anger,6,34,0
train_009366,train,i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,0,sadness,32,151,1
train_009367,train,i am feeling pretty optimistic about the final product,i am feeling pretty optimistic about the final product,1,joy,9,54,0
train_009368,train,i went to work but i feel stunned and numb,i went to work but i feel stunned and numb,5,surprise,10,42,0
train_009369,train,i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being,i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being,1,joy,22,127,0
train_009370,train,i feel satisfied and sad at the same time,i feel satisfied and sad at the same time,1,joy,9,41,0
train_009371,train,i was feeling a little shaky and called it a day on the small bike,i was feeling a little shaky and called it a day on the small bike,4,fear,15,66,0
train_009372,train,i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of,i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of,3,anger,40,195,0
train_009373,train,i want to be able to get into it without feeling weird in a bathing suit,i want to be able to get into it without feeling weird in a bathing suit,4,fear,16,72,0
train_009374,train,i feel like i m in some weird limbo between childhood and adulthood,i feel like i m in some weird limbo between childhood and adulthood,4,fear,13,67,0
train_009375,train,i have noticed my own increasing frustration with what i feel to be petty artificially created drama,i have noticed my own increasing frustration with what i feel to be petty artificially created drama,3,anger,17,100,0
train_009376,train,i get the feeling that im valued have potential and am very welcome,i get the feeling that im valued have potential and am very welcome,1,joy,13,67,0
train_009377,train,i feel irritable like no other and running will def cure that,i feel irritable like no other and running will def cure that,3,anger,12,61,1
train_009378,train,i dont drink green charged water for a few days i feel irritable and disoriented,i dont drink green charged water for a few days i feel irritable and disoriented,3,anger,15,80,1
train_009379,train,i feel strange pangs of loneliness or emptiness bubble up,i feel strange pangs of loneliness or emptiness bubble up,5,surprise,10,57,0
train_009380,train,i am so tired about it and i feel so fucked up,i am so tired about it and i feel so fucked up,3,anger,12,46,0
train_009381,train,i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,4,fear,19,90,0
train_009382,train,im feeling a bit jaded,im feeling a bit jaded,0,sadness,5,22,0
train_009383,train,i think he is what really made us decide to stay with multiband because he made us feel valued and listen to the fact i am a student and need to do homework,i think he is what really made us decide to stay with multiband because he made us feel valued and listen to the fact i am a student and need to do homework,1,joy,33,156,0
train_009384,train,i do think there s a thin line between effectual love and hero worship his actions toward asami don t make me feel especially positive toward him,i do think there s a thin line between effectual love and hero worship his actions toward asami don t make me feel especially positive toward him,1,joy,27,145,0
train_009385,train,i feel quite proud of myself and its a wonderful feeling after years of feeling anything but,i feel quite proud of myself and its a wonderful feeling after years of feeling anything but,1,joy,17,92,0
train_009386,train,i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way,i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way,0,sadness,40,208,0
train_009387,train,i say his helpless the phone muttered the i love you love his feeling always feel very sweet always feel to have him with me i nothing a person undertaking no matter where there is a he,i say his helpless the phone muttered the i love you love his feeling always feel very sweet always feel to have him with me i nothing a person undertaking no matter where there is a he,2,love,37,185,1
train_009388,train,i feel extremely awkward when they interview people for my job,i feel extremely awkward when they interview people for my job,0,sadness,11,62,0
train_009389,train,i really hope she shares the same feelings they would be so wonderful together,i really hope she shares the same feelings they would be so wonderful together,1,joy,14,78,0
train_009390,train,i feel dismayed i feel like everything i thought was true was a lie but one thing i will never do is say good bye,i feel dismayed i feel like everything i thought was true was a lie but one thing i will never do is say good bye,0,sadness,25,113,1
train_009391,train,i feel pleased with myself when i see you proud of me,i feel pleased with myself when i see you proud of me,1,joy,12,53,0
train_009392,train,i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,4,fear,33,171,1
train_009393,train,i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils,i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils,0,sadness,54,271,0
train_009394,train,im not feeling too inspired as it hasnt stopped raining in at least a week here what does the sun look like again,im not feeling too inspired as it hasnt stopped raining in at least a week here what does the sun look like again,1,joy,23,113,1
train_009395,train,i feel really anxious,i feel really anxious,4,fear,4,21,0
train_009396,train,i feel terribly unkind to say it span style font size,i feel terribly unkind to say it span style font size,3,anger,11,53,0
train_009397,train,i feel what its like to be popular,i feel what its like to be popular,1,joy,8,34,0
train_009398,train,i feel resentful that i have too,i feel resentful that i have too,3,anger,7,32,0
train_009399,train,im feeling pretty miserable and sorry for myself,im feeling pretty miserable and sorry for myself,0,sadness,8,48,0
train_009400,train,i would then plunge into the icy depths feeling invigorated and invincible,i would then plunge into the icy depths feeling invigorated and invincible,1,joy,12,74,0
train_009401,train,i feel it s so obnoxious another vocab word,i feel it s so obnoxious another vocab word,3,anger,9,43,0
train_009402,train,i feel utterly joyful and brimming with gratitude,i feel utterly joyful and brimming with gratitude,1,joy,8,49,0
train_009403,train,im feeling guilty for not having written a beautiful poetic post expressing how thankful i am,im feeling guilty for not having written a beautiful poetic post expressing how thankful i am,0,sadness,16,93,1
train_009404,train,i looked at my husband and even though i love him with all the love in my heart the feelings i felt for him today when he was stood there so vulnerable grew so deep and strong and i didnt realise that i could love him anymore,i looked at my husband and even though i love him with all the love in my heart the feelings i felt for him today when he was stood there so vulnerable grew so deep and strong and i didnt realise that i could love him anymore,4,fear,47,225,1
train_009405,train,i save recipes to springpad and when im feeling adventurous i might try something new,i save recipes to springpad and when im feeling adventurous i might try something new,1,joy,15,85,0
train_009406,train,i feel completely blessed to have such wonderful family and friends,i feel completely blessed to have such wonderful family and friends,1,joy,11,67,0
train_009407,train,i have to feel whiney when i m just today one week out of surgery major abdominal surgery,i have to feel whiney when i m just today one week out of surgery major abdominal surgery,0,sadness,18,89,0
train_009408,train,ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death,ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death,0,sadness,17,100,0
train_009409,train,i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,3,anger,17,105,0
train_009410,train,i feel liked these days by both tom and myself,i feel liked these days by both tom and myself,2,love,10,46,0
train_009411,train,im not sure how i feel theres just that empty space you left here for me,im not sure how i feel theres just that empty space you left here for me,0,sadness,16,72,1
train_009412,train,i believe feeling duality spirituality suffering and growth in an upright position offers the manifestation of happiness simple joys and fulfillment,i believe feeling duality spirituality suffering and growth in an upright position offers the manifestation of happiness simple joys and fulfillment,0,sadness,21,148,0
train_009413,train,i twisted that to mean that i did not have to use them if i was feeling ok,i twisted that to mean that i did not have to use them if i was feeling ok,1,joy,18,74,1
train_009414,train,im a little worried because i feel the protagonist may not be likeable enough to the average person based on my focus group of one,im a little worried because i feel the protagonist may not be likeable enough to the average person based on my focus group of one,1,joy,25,130,1
train_009415,train,i will admit that i do feel a little envious when i hear of young writers who do so well,i will admit that i do feel a little envious when i hear of young writers who do so well,3,anger,20,88,0
train_009416,train,i had a feeling that was going to happen once i accepted the job offer because life likes to throw you lots of curveballs,i had a feeling that was going to happen once i accepted the job offer because life likes to throw you lots of curveballs,2,love,24,121,0
train_009417,train,i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,3,anger,33,159,0
train_009418,train,i found out on a day when i was feeling stressed and unsure of my abilities,i found out on a day when i was feeling stressed and unsure of my abilities,0,sadness,16,75,0
train_009419,train,i would feel i was devastated,i would feel i was devastated,0,sadness,6,29,0
train_009420,train,i am thinking and keeping current so they don t feel they need to keep me entertained or babysat me by giving me more work or projects that are not needed,i am thinking and keeping current so they don t feel they need to keep me entertained or babysat me by giving me more work or projects that are not needed,1,joy,31,154,1
train_009421,train,i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one,i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one,0,sadness,27,109,1
train_009422,train,i wonder why i feel surprised that things are different than i expected,i wonder why i feel surprised that things are different than i expected,5,surprise,13,71,0
train_009423,train,i remembered seeing these pieces and feeling so impressed by them but seeing them again i was surprised i was blinded by my memories,i remembered seeing these pieces and feeling so impressed by them but seeing them again i was surprised i was blinded by my memories,5,surprise,24,132,0
train_009424,train,i feel like i missed out a bit in not reading this series in order,i feel like i missed out a bit in not reading this series in order,0,sadness,15,66,1
train_009425,train,i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm,i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm,4,fear,28,140,0
train_009426,train,i do love making them feel welcomed and excited about starting high school,i do love making them feel welcomed and excited about starting high school,1,joy,13,74,0
train_009427,train,i feel like the cute little case is kind of hidden but,i feel like the cute little case is kind of hidden but,1,joy,12,54,0
train_009428,train,i feel really bouncy for absolutely no reason and my head hurts a bit from trying to remember all the books im going to simply have to read now,i feel really bouncy for absolutely no reason and my head hurts a bit from trying to remember all the books im going to simply have to read now,1,joy,29,143,1
train_009429,train,i know that feeling myself the strange sense of serendipity where minds collide between pages,i know that feeling myself the strange sense of serendipity where minds collide between pages,4,fear,15,93,0
train_009430,train,i apologize to anyone who may feel i have been a neglectful slacker mcslackerson,i apologize to anyone who may feel i have been a neglectful slacker mcslackerson,0,sadness,14,80,0
train_009431,train,i think they enjoyed the event because it made them feel welcomed,i think they enjoyed the event because it made them feel welcomed,1,joy,12,65,0
train_009432,train,im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,4,fear,18,91,0
train_009433,train,i feeling rejected but i became a laughing stock among my peers,i feeling rejected but i became a laughing stock among my peers,0,sadness,12,63,0
train_009434,train,i want to feel like the casting director is going to take one look at me and say you re amazing,i want to feel like the casting director is going to take one look at me and say you re amazing,1,joy,21,95,0
train_009435,train,i remember feeling frantic at this point,i remember feeling frantic at this point,4,fear,7,40,0
train_009436,train,i feel successful as a lazy mom,i feel successful as a lazy mom,1,joy,7,31,0
train_009437,train,i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours,i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours,1,joy,33,150,0
train_009438,train,im still feeling terrible even though ive had some good days,im still feeling terrible even though ive had some good days,0,sadness,11,60,0
train_009439,train,i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,4,fear,23,125,0
train_009440,train,i was most stressed about have finally come to an end and i feel relieved,i was most stressed about have finally come to an end and i feel relieved,1,joy,15,73,0
train_009441,train,i love the feeling of the cold nipping at my nose while im in warm clothes,i love the feeling of the cold nipping at my nose while im in warm clothes,3,anger,16,74,0
train_009442,train,i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,4,fear,25,113,0
train_009443,train,i honestly hoped for you to wake up one day feeling terrible crying blood whatever,i honestly hoped for you to wake up one day feeling terrible crying blood whatever,0,sadness,15,82,0
train_009444,train,i read premonition i had this rare feeling that i was caught by how dewi lestari plays with metaphors crazily in her charming words,i read premonition i had this rare feeling that i was caught by how dewi lestari plays with metaphors crazily in her charming words,1,joy,24,131,0
